Gene_ID,signcon,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,randomP.adjust,rank,Gene_Symbol,Gene_Description
4720,1,1.07970648626388,0.67378069663264,1.48563227589512,1.85577304929933e-07,0,1,27.1778010065812,1.85577304929934e-07,FALSE,8.54499135881919e-06,146,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2
1387,-1,-1.02858746796887,-1.40087726834395,-0.656297667593786,6.1247203280309e-08,0,1,29.3235376576231,6.12472032803092e-08,FALSE,3.39963928344948e-06,147,CREBBP,CREB binding protein
783,1,1.23244445728198,0.72138549132295,1.74350342324101,2.2836439399193e-06,0,1,22.3402932824082,2.2836439399193e-06,FALSE,6.56264201741348e-05,148,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2
1094,-1,-1.26808774769611,-1.80799103489037,-0.728184460501853,4.15591417436557e-06,0,1,21.1915562602716,4.15591417436559e-06,FALSE,0.000113018551909593,149,,
984,-1,-1.18229023615772,-1.66502645282227,-0.699554019493172,1.58481195056871e-06,0,1,23.0422361505497,1.58481195056871e-06,FALSE,4.7922821072421e-05,150,CDK11B,cyclin dependent kinase 11B
2444,-1,-1.03566843226712,-1.42201094642474,-0.649325918109505,1.48769662024527e-07,0,1,27.6053117783676,1.48769662024527e-07,FALSE,7.26282735570343e-06,151,FRK,fyn related Src family tyrosine kinase
15980,-1,-1.01635384735574,-1.39288066665354,-0.639827028057942,1.21979235499452e-07,0,1,27.9894408011463,1.21979235499452e-07,FALSE,6.33666490056129e-06,152,,
2462,-1,-1.10824438050452,-1.54865545459348,-0.66783330641556,8.138088824034e-07,0,1,24.3248850284345,8.13808882403399e-07,FALSE,2.79453694194795e-05,153,,
1131,-1,-1.73068491650647,-2.59294960768952,-0.86842022532342,8.35716931633003e-05,0,1,15.4757246593591,8.35716931633002e-05,FALSE,0.00122250000251875,154,CHRM3,cholinergic receptor muscarinic 3
4266,1,1.3974820933465,0.758636502402423,2.03632768429058,1.8074095981239e-05,0,1,18.3821743911539,1.80740959812389e-05,FALSE,0.000370999210871372,155,,
2878,-1,-1.11614277336354,-1.56411205201122,-0.668173494715861,1.04288031988367e-06,0,1,23.8473004012561,1.04288031988367e-06,FALSE,3.4078637549747e-05,156,GPX3,glutathione peroxidase 3
4739,1,1.83640602097561,0.897901430659838,2.77491061129138,0.000125496509656399,0,1,14.7082429793157,0.000125496509656399,FALSE,0.00162984569592221,157,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9"
1111,1,1.07622963192219,0.654344741485081,1.4981145223593,5.73677753100681e-07,0,1,24.9987405603934,5.73677753100682e-07,FALSE,2.152353940337e-05,158,CHEK1,checkpoint kinase 1
1748,1,1.11442168522045,0.666403528634475,1.56243984180642,1.08638983910031e-06,0,1,23.7686251278732,1.08638983910031e-06,FALSE,3.52164130242755e-05,159,DLX4,distal-less homeobox 4
873,-1,-1.08522060216161,-1.51534274875401,-0.65509845556921,7.61081765015412e-07,0,1,24.453928205995,7.61081765015413e-07,FALSE,2.63581479644654e-05,161,CBR1,carbonyl reductase 1
234,1,1.63277907318068,0.827132457275737,2.43842568908562,7.12123768611303e-05,0,1,15.7783599266347,7.12123768611304e-05,FALSE,0.00108887755109925,162,,
489,1,1.10243990497103,0.654235317831749,1.55064449211031,1.42923154908483e-06,0,1,23.2409265426115,1.42923154908483e-06,FALSE,4.38730775522102e-05,163,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
8673,-1,-1.53182012425092,-2.27318523655572,-0.790455011946121,5.12815660149578e-05,0,1,16.4001354107985,5.12815660149578e-05,FALSE,0.000831171621970435,164,VAMP8,vesicle associated membrane protein 8
1575,1,1.98616146003435,0.927863660178913,3.04445925988979,0.000234734451857972,0,1,13.530364503212,0.000234734451857972,FALSE,0.00267927887022113,165,,
625,1,1.51378959130831,0.773772042898342,2.25380713971828,6.08917867179247e-05,0,1,16.0747110311367,6.08917867179246e-05,FALSE,0.000963802811644651,166,,
2164,-1,-1.32334266921178,-1.93963172137747,-0.707053617046086,2.56976502747585e-05,0,1,17.712175550194,2.56976502747585e-05,FALSE,0.000479847368264153,169,,
1988,-1,-1.30187842539465,-1.90356064908442,-0.700196201704883,2.22690140379549e-05,0,1,17.9846785781283,2.22690140379549e-05,FALSE,0.000437893586406906,170,,
